experiment,dataset,geometry,h,s,s_tuple,method,sel_train_acc,final_train_acc,final_train_sd,final_test_acc,final_test_sd,paired_dtrain,paired_dtrain_se,paired_dtest,paired_dtest_se,train_loss_U,projection_rate,n_nonfinite
magic_ball,magic,ball,1e-05,"(0.25,0.25,0.25)","[0.25, 0.25, 0.25]",non-reversible,0.780711356466877,0.7810278654048369,0.001730425045124241,0.774826498422713,0.0025374956603909423,-5.1524710830452845e-06,2.8232296210520837e-05,-1.051524710830254e-05,0.00012559742633837424,7566.072105307399,0.49584,0
magic_ball,magic,ball,1e-05,"(0.5,0.5,0.5)","[0.5, 0.5, 0.5]",non-reversible,0.7807255520504731,0.7811777076761303,0.001992582536250715,0.7747634069400631,0.0027758559518852475,9.043112513147378e-06,4.907226727490499e-05,-7.36067297581533e-05,0.00022589433290158954,7567.598727637098,0.49836,0
magic_ball,magic,ball,1e-05,"(1,1,1)","[1.0, 1.0, 1.0]",non-reversible,0.7806247108307045,0.780959516298633,0.0026288063003798603,0.7748370136698213,0.003690587096802468,-9.179810725552962e-05,8.919538344576699e-05,1.3322676295501878e-17,0.00044586590372270126,7573.3037503106725,0.50448,0
magic_ball,magic,ball,1e-05,"(2,2,2)","[2.0, 2.0, 2.0]",non-reversible,0.779510515247108,0.7789484752891692,0.006007931347194443,0.7730494216614089,0.006144394147593238,-0.00120599369085177,0.00015279874928575987,-0.0017875920084121954,0.0010725637959010741,7596.887539576004,0.52816,0
magic_ball,magic,ball,1e-05,"(3,3,3)","[3.0, 3.0, 3.0]",non-reversible,0.7773181913774974,0.7764747634069401,0.008518697249623923,0.7715983175604627,0.009467883767875024,-0.003398317560462676,0.00028198988845947674,-0.0032386961093585588,0.0017958023652189965,7634.913008445813,0.56588,0
magic_ball,magic,ball,1e-05,"(5,5,5)","[5.0, 5.0, 5.0]",non-reversible,0.767744058885384,0.7689984227129336,0.009084071060422043,0.7648685594111462,0.010863302924173694,-0.012972450052576225,0.0007682343322071627,-0.009968454258675057,0.0020199654673213902,7738.188356371541,0.6762,0
magic_ball,magic,ball,1e-05,"(7,7,7)","[7.0, 7.0, 7.0]",non-reversible,0.7279928496319664,0.7286093585699264,0.04582778091688722,0.7284858044164038,0.043586624147688255,-0.052723659305993674,0.004804476969255523,-0.04635120925341743,0.008655349901424952,8616.89767399138,0.80116,0
magic_ball,magic,ball,1e-05,"(10,10,10)","[10.0, 10.0, 10.0]",non-reversible,0.6288503680336488,0.647531545741325,0.0748598092702628,0.6474342797055731,0.07161536915332346,-0.15186614090431125,0.0071648911619815545,-0.12740273396424814,0.014262064085595725,10853.400592145454,0.9046,0
magic_ball,magic,ball,1e-05,"(2,7,2)","[2.0, 7.0, 2.0]",non-reversible,0.7771647739221872,0.776472134595163,0.008684554174066217,0.7719768664563617,0.009747894962007977,-0.0035517350157728968,0.0004786115756598715,-0.0028601472134594896,0.0017898662879498868,7646.281696274604,0.56152,0
magic_ball,magic,ball,1e-05,"(1,0.25,1)","[1.0, 0.25, 1.0]",non-reversible,0.7806545741324921,0.7809568874868559,0.002584521081507154,0.7747634069400631,0.003752392855841287,-6.193480546793583e-05,8.597702702364062e-05,-7.360672975814442e-05,0.0004465164037486648,7572.16264707218,0.50392,0
magic_ball,magic,ball,3e-06,reversible (no J),,reversible,0.7797610935856993,0.7801051524710831,0.0019004910760451253,0.7745005257623554,0.002813974890173769,0.0,0.0,0.0,0.0,7572.046455104099,0.2322,0
magic_ball,magic,ball,3e-06,"(0,0,0)","[0.0, 0.0, 0.0]",non-reversible,0.7797610935856993,0.7801051524710831,0.0019004910760451253,0.7745005257623554,0.002813974890173769,0.0,0.0,0.0,0.0,7572.046455104099,0.2322,0
magic_ball,magic,ball,3e-06,"(0.02,0.02,0.02)","[0.02, 0.02, 0.02]",non-reversible,0.7797575184016826,0.7801130389064143,0.0018881483670329627,0.7745425867507886,0.0028097558813643497,-3.575184016830768e-06,7.254885498264238e-06,4.206098843322792e-05,5.815162994404822e-05,7572.060638247102,0.2322,0
magic_ball,magic,ball,3e-06,"(0.05,0.05,0.05)","[0.05, 0.05, 0.05]",non-reversible,0.7797532071503681,0.7801314405888538,0.0018275205659052049,0.7745846477392219,0.002727848791382383,-7.886435331219132e-06,1.678464239757215e-05,8.412197686645584e-05,8.412197686645585e-05,7572.08026899311,0.2322,0
magic_ball,magic,ball,3e-06,"(0.1,0.1,0.1)","[0.1, 0.1, 0.1]",non-reversible,0.7797548895899052,0.7801393270241852,0.001835664020776713,0.7746267087276552,0.0027316462037980382,-6.203995793878647e-06,2.790376899975779e-05,0.0001261829652996882,0.00013414669634251365,7572.109113946061,0.23232,0
magic_ball,magic,ball,3e-06,"(0.25,0.25,0.25)","[0.25, 0.25, 0.25]",non-reversible,0.7797511041009463,0.7801629863301787,0.0017582973185143248,0.7748054679284962,0.0026439713614220743,-9.989484752908062e-06,6.89001152412856e-05,0.00030494216614089796,0.00020457493647049337,7572.181220013888,0.23268,0
magic_ball,magic,ball,3e-06,"(0.5,0.5,0.5)","[0.5, 0.5, 0.5]",non-reversible,0.7797610935856993,0.780099894847529,0.0018281979475821377,0.7747423764458464,0.0025794078339197125,1.3322676295501878e-17,0.00014833736763908358,0.0002418506834910561,0.0002689108696644486,7572.377189358974,0.23308,0
magic_ball,magic,ball,3e-06,"(1,1,1)","[1.0, 1.0, 1.0]",non-reversible,0.7799273396424816,0.7803286014721347,0.0020183478877471793,0.7748895899053629,0.003443241709786124,0.00016624605678233095,0.00026018842041560566,0.0003890641430073627,0.0004089809353752802,7573.608599337993,0.23448,0
magic_ball,magic,ball,3e-06,"(2,2,2)","[2.0, 2.0, 2.0]",non-reversible,0.7800774973711883,0.7802050473186121,0.002971618530372344,0.7747003154574134,0.0037095443576911874,0.000316403785488939,0.00042945575315720937,0.00019978969505783263,0.0004604249570753209,7580.009482368648,0.24352,0
magic_ball,magic,ball,3e-06,"(3,3,3)","[3.0, 3.0, 3.0]",non-reversible,0.7794925341745531,0.7797318611987382,0.0029605150809080363,0.7747213459516299,0.003698661254537932,-0.0002685594111461409,0.0004664105211963413,0.00022082018927445545,0.0007316224516003848,7589.482937540883,0.25516,0
magic_ball,magic,ball,3e-06,"(5,5,5)","[5.0, 5.0, 5.0]",non-reversible,0.777049631966351,0.7771004206098844,0.005831908726045137,0.7720189274447948,0.007017942802030901,-0.002711461619348077,0.000519318447102171,-0.002481598317560465,0.0015396011966229033,7629.26297877433,0.28768,0
magic_ball,magic,ball,3e-06,"(7,7,7)","[7.0, 7.0, 7.0]",non-reversible,0.7739238696109357,0.7722318611987383,0.009711225599434528,0.7672029442691904,0.0102239826582207,-0.005837223974763455,0.0006273020635066361,-0.0072975814931650704,0.0019817056572195924,7689.831022248133,0.34028,0
magic_ball,magic,ball,3e-06,"(10,10,10)","[10.0, 10.0, 10.0]",non-reversible,0.7620121976866456,0.7651472134595161,0.015703484911093333,0.7623659305993691,0.016652798129950592,-0.01774889589905364,0.00222157213054677,-0.01213459516298633,0.003323469679265328,7847.513761920284,0.46756,0
magic_ball,magic,ball,3e-06,"(2,7,2)","[2.0, 7.0, 2.0]",non-reversible,0.779650683491062,0.7798843322818086,0.0028001601772417372,0.7747423764458464,0.004078416005232736,-0.00011041009463724549,0.0004393207499337643,0.00024185068349107385,0.0006279724589239222,7590.488201933639,0.2536,0
magic_ball,magic,ball,3e-06,"(1,0.25,1)","[1.0, 0.25, 1.0]",non-reversible,0.7797645636172449,0.7799842271293375,0.002122155016991265,0.7746477392218716,0.003483613712370691,3.4700315457314445e-06,0.0002471601190359231,0.00014721345951630217,0.0004081239103050655,7573.824728151684,0.23552,0
magic_ball,magic,ball,1e-06,reversible (no J),,reversible,0.7755537329127234,0.7765063091482649,0.004546341993253085,0.771640378548896,0.005499978530867872,0.0,0.0,0.0,0.0,7714.176827441721,0.00076,0
magic_ball,magic,ball,1e-06,"(0,0,0)","[0.0, 0.0, 0.0]",non-reversible,0.7755537329127234,0.7765063091482649,0.004546341993253085,0.771640378548896,0.005499978530867872,0.0,0.0,0.0,0.0,7714.176827441721,0.00076,0
magic_ball,magic,ball,1e-06,"(0.02,0.02,0.02)","[0.02, 0.02, 0.02]",non-reversible,0.7755541535226077,0.7764826498422712,0.004533727106182741,0.7716719242902208,0.00557091053504443,4.2060988429959424e-07,1.2343925271622122e-05,3.154574132492094e-05,4.633474961935578e-05,7714.25332200705,0.0008,0
