experiment,eta,s,rev_train,nrev_train,rev_test,nrev_test,rev_U,nrev_U,proj_nrev,d_train,se_train,t_train,win_train,d_test,se_test,t_test,win_test
titanic_lp,1e-05,2.0,0.782373595505618,0.7908005617977528,0.787290502793296,0.8011173184357542,389.7837104888198,386.1948138138285,0.0,0.00842696629213483,0.0034637380877411235,2.4329109414939842,0.525,0.013826815642458103,0.004386989173935028,3.151777926558175,0.675
titanic_lp,1e-05,5.0,0.782373595505618,0.7959269662921349,0.787290502793296,0.8012569832402235,389.7837104888198,385.1127844545399,0.0,0.013553370786516857,0.003427977892407034,3.953750931864979,0.725,0.013966480446927379,0.00471244353232946,2.963744891819097,0.575
titanic_lp,3e-06,0.0,0.7130266853932584,0.7130266853932584,0.7153631284916201,0.7153631284916201,431.8540404219399,431.8540404219399,0.0,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_lp,3e-06,0.25,0.7130266853932584,0.7135533707865168,0.7153631284916201,0.7167597765363128,431.8540404219399,432.0778460353804,0.0,0.0005266853932584276,0.0011606705307549484,0.45377682925735136,0.5,0.001396648044692736,0.002114576656488744,0.6604858898858134,0.375
titanic_lp,3e-06,1.0,0.7130266853932584,0.7101123595505617,0.7153631284916201,0.7153631284916202,431.8540404219399,432.1998821550982,0.0,-0.00291432584269663,0.003689437737216861,-0.7899105636879675,0.475,-8.326672684688674e-18,0.004911999611059576,-1.6951696547248936e-15,0.525
titanic_lp,3e-06,2.0,0.7130266853932584,0.7094101123595505,0.7153631284916201,0.7160614525139664,431.8540404219399,431.3064925557108,0.0,-0.003616573033707862,0.005138805851093391,-0.7037769354408201,0.425,0.000698324022346361,0.007248748597480699,0.09633718330210313,0.475
titanic_lp,3e-06,5.0,0.7130266853932584,0.7206811797752808,0.7153631284916201,0.7266759776536313,431.8540404219399,427.97685230665746,0.0,0.007654494382022472,0.006035503520639004,1.2682445393076431,0.55,0.011312849162011173,0.007873969101039248,1.436740355066677,0.65
titanic_lp,1e-06,0.0,0.635814606741573,0.635814606741573,0.6462290502793296,0.6462290502793296,479.8753501439842,479.8753501439842,0.0,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_lp,1e-06,0.25,0.635814606741573,0.6357092696629213,0.6462290502793296,0.6472067039106145,479.8753501439842,479.9858553435521,0.0,-0.00010533707865167385,0.000999963556732868,-0.10534091761887457,0.4,0.0009776536312849193,0.0015219208424785715,0.6423813933008047,0.35
titanic_lp,1e-06,1.0,0.635814606741573,0.6356039325842696,0.6462290502793296,0.6501396648044693,479.8753501439842,480.38185283487485,0.0,-0.0002106741573033602,0.0030074945945081128,-0.07004972101631217,0.475,0.003910614525139676,0.0031066213273618936,1.2587998706815433,0.425
titanic_lp,1e-06,2.0,0.635814606741573,0.6330407303370785,0.6462290502793296,0.6476256983240223,479.8753501439842,480.3960224850401,0.0,-0.0027738764044943714,0.004524746036549057,-0.6130457670083861,0.425,0.0013966480446927457,0.005287624158100815,0.26413527189768865,0.5
titanic_lp,1e-06,5.0,0.635814606741573,0.628686797752809,0.6462290502793296,0.6365921787709496,479.8753501439842,480.58631918136996,0.0,-0.007127808988764028,0.00533072230149438,-1.3371187965964508,0.35,-0.009636871508379878,0.007489826171330108,-1.2866615710346292,0.35
